query_id,language,claim,gold_label,gold_evidence,retrieved_id,retrieved_language,retrieved_evidence,bm25_score,retrieved_exact_gold
afrifact_data_culture_yoruba_186,yoruba,Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ lórí owó ìṣúná ẹ̀ka ìdájọ́.,supports,"Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ Iru ofin wo ni wọn fi n ṣe eto owo iṣuna ẹka idajọ tẹlẹ? Ṣaaju ki Aarẹ Buhari to o pa aṣẹ naa, awọn gomina ipinlẹ lo ma n sọ iye owo ti wọn yoo fun awọn ẹka ijọba yooku, to fi mọ yiyọnda owo naa fun wọn. O ma n farahan ninu aba owo isuna ti wọn n gbe lọ siwaju awọn aṣofin ipinlẹ.",afrifact_data_culture_yoruba_184,yoruba,"Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ Iru ofin wo ni wọn fi n ṣe eto owo iṣuna ẹka idajọ tẹlẹ? Ṣaaju ki Aarẹ Buhari to o pa aṣẹ naa, awọn gomina ipinlẹ lo ma n sọ iye owo ti wọn yoo fun awọn ẹka ijọba yooku, to fi mọ yiyọnda owo naa fun wọn. O ma n farahan ninu aba owo isuna ti wọn n gbe lọ siwaju awọn aṣofin ipinlẹ.",45.208524999577065,False
afrifact_data_culture_yoruba_295,yoruba,"Sunday Igboho ní pé àwọn Fulani kò leè dúró, táa bá lo ohun tí a jogún lọ́dọ̀ àwọ̀n bàbá ńlá wa.",nei,"Awọn ara adugbo naa ti wa rọ ijọba ipinlẹ Ọyọ lati tete da si ọrọ naa tori kii se igba akọkọ ree ti awọn ọmọ onilẹ yoo wa maa dun mahuru-mahuru mọ wọn lori ilẹ ti wọn ti ra lati ọdun gbọọrọ. Gẹgẹ bi iroyin naa ti wi, nigba ti BBC Yoruba kan si agbẹnusọ fun ileesẹ ọlọpa nipinlẹ Ọyọ, Olugbenga Fadeyi lati gbọ tẹnu rẹ, o ni ka pe oun pada laipẹ.",afrifact_data_culture_yoruba_308,yoruba,"Sé lọ́ọ̀tọ́ ni Sunday Igboho jó ilé Seriki fulani ní Igangan? Ẹ jẹ́ kí n sàlàyé kí ọ̀rọ̀ le tán nílẹ̀. ""Nígbà tí mo dé Eruwa, mó lọ fi ara mi hàn lágọ̀ọ́ ọlọ́pàá, mò sì sọ ǹkan ti mo bá wá si àdúgbò náà, adáriu ẹka ilé iṣẹ́ ọlọ́pàá náà sì gbà láti tẹ̀lẹ́ wá lọ. Nígbà tí a de Igangan, à tún bá àwọn 'ọlọ́pàá operation Burst' a lọ sínú ]ilú náà rán pẹ́ asì pada lẹ́sẹ̀kẹsẹ̀ láti lọ sọ fún àwọn ọlọ́pà''a. Ìbéérè mi ni pé, ṣe ọ̀gá ọlọ́pàá yóà máa wò wá kí a lọ má dáná sun ilé Seriki? Sé ọlọ́pàá Operation Burst yóò jk kí a lọ tí a bá dáná sun ilé Seriki? Kò sí nkan tó jọ bẹ́ẹ̀ nígbà tí a wà níbẹ̀ nítorí náà àwa kọ́ ni a dáná sun ilé Seriki Fulani. Sunday Igboho wa gba gbogbo ọmọ Kárọ̀-oojíre nímọ̀ràn pé kí wọ́n wà ní ìṣọ̀kàn kí wọ́n sìmì ọ̀rọ̀ òṣèlú ṣíṣe lórí ǹkan tó niṣe pẹlú igbésí ayé àwọn ènìyàn.",28.808104222642168,False
afrifact_data_culture_yoruba_321,yoruba,"Àwọn arákùnrin kan figbe ta nígbà tí wọ́n gbọ́ pé ọmọ Buhari fẹ́ ṣe ìgbeyawò, kódà ọ̀kan lára wọn ní òun máa ṣekú pa ara òun bí òun kò bá ní oore-ọ̀rẹ́ láti fẹ́ arábìnrin náà.",supports,"Amọ oniruuru awọn ọkunrin lo ti jade sita lati kede ifẹ ti wọn ni si Hanan, ni kete ti wọn gbọ pe o fẹ se igbeyawo,to si wu wọn lati fi se aya wọn. Koda, ọkan lara wọn ni Abba Ahmed, ẹni to kede pe oun setan lati pa ara oun ti ọmọ aarẹ ba fi se igbeyawo lẹyin oun. Ọpẹlọpẹ ileesẹ ọlọpaa to parọwa si ọkunrin naa, ti ko fi se bo se wi. Nibayii, Abdullahi Bashir, ẹni ọdun mejilelogun to tun ti yọju sita lori itakun agbaye, to si ni aise alabapade ọmọ aarẹ nilu Abuja lati fẹ, da irẹwẹsi si oun lara. Amọ Bashir, tii se ẹlomiran to tun sẹsẹ kede ifẹ rẹ si Hanan loju opo itakun agbaye, ni to ba jẹ pe ọmọ aarẹ fẹ oun ni, maalu aadọjọ ni oun ko ba fi san owo ori rẹ. Sugbọn ọkunrin naa, ni kete to gbọ pe oloruka ti gba oruka, ti Hanan si ti lọ sile ọkọ rẹ, lo ba gba fun Ọlọrun. Bashir, tii se darandaran nipinlẹ Adamawa lo kede pe oun ti yofẹ pẹlu ọmọ aarẹ ati awọn aworan fọto to n ya. O ni to ba see se ni, obinrin naa lo wu oun lati fi se aya. Iléeṣẹ́ Ọlọ́pàá dènà ọkùnrin tó fẹ́ pa ara rẹ̀ nítorí ọmọbìnrin Buhari Saaju la ti kọkọ mu iroyin wa fun yin pe ileeṣẹ ọlọpaa ni ipinlẹ Kano ni oun ti pẹtu sinu arakunrin kan, Abba Ahmed, to ni oun yoo pa ara oun ti ọmọ aarẹ Buhari, Hanan ko ba fẹ oun. Ahmed ti fi lede bayii pe oun ti jawọ ninu ero bẹẹ, nitori o ti han gbangba pe iru ero bẹẹ ko dara rara, ati wi pe ko fihan pe oun fẹran Hanan.",afrifact_data_culture_yoruba_086,yoruba,"Òjò gbọ́dọ̀ rọ̀ lásìkò ọdún Ẹlẹ́gba ni ìlú Epe- Oba Olufolarin Ogunsan 6) A kii yan Nafila ba ba de Yidi Irun Yidi ko ni Nafila yiyan kankan. Idi ni pe irun yi fun ara rẹ, irun Nafila loun gaan jẹ. Amọ bi eeyan ba fẹ ki irun Yidi ninu Mọsalasi nitori ojo, a le yan Nafila rakaa meji la ti fi ki Mọsalasi eleyi ti a n pe ni Taiyyatu Masjid. Bi o ba jẹ ita gbangba la ti fẹ ki irun yii, ohun to yẹ ni ki olujọsin joko ki o si maa se afọmọ titi ti Imaamu yoo fi gun ori minbari. ",61.27850275626751,False
afrifact_data_culture_igbo_002,igbo,Ndị edemede America na Dreux Richard bi na Okwe iji mezue ederede ya mgbe ọ nọ Naijiria.,supports,Onye edemede America na onye edemede Dreux Richard bi na Okwe iji mezue ederede ya mgbe ọ nọ na Naijiria.,afrifact_data_culture_igbo_003,igbo,Onye edemede America na onye edemede Dreux Richard bi na Okwe iji mezue ederede ya mgbe ọ nọ na Naijiria.,90.64042025445345,False
afrifact_data_culture_hausa_403,hausa,Babu bambanci tsakanin ambaton Musa da Yesu a Al-Qur’ani.,refutes,"A Musulunci, Musa fitaccen Annabi ne kuma manzon Allah kuma mutum ne da aka fi ambata a cikin Alkur’ani, inda aka ambaci sunansa har sau 136, an kuma ba da labarin rayuwarsa fiye da na kowane Annabi. Ana ɗaukan Yesu wani annabi mai muhimmanci tare da haihuwarsa mara uba, (66:12, 21:89) na musamman tare da furcin da aka yi amfani da shi a gare shi, kamar “kalmar” da “ruhu” daga wurin Allah da kuma sura da aka keɓe ga uwarsa Maryamu a cikin Littafi Mai Tsarki.",afrifact_data_culture_hausa_406,hausa,"Al-Qur'ani : rubutun cikin alkur ani bangon Alkur ani (Larabci; القرآن al-Qur'an) ko kuma mai girma kamar yanda akasani, Shine littafin da Allah ya saukar a harshen Annabin Rahama, wato larabci, kuma shine littafin da Allah ya rufe saukar da duk wani littafi mai tsarki a bayansa, (babu littafin da Allah zai sake saukarwa a bayansa) kamar yadda Allah ya saukar ga Annabawan da suka gabata, domin (S A w) shine cika makin Annabawan Allah. Surat al-Nisa' Wanda Allah ya saukar da ayoyinsa ga Annabin Annabi (S.A.W) ta hannun . ",25.734064332785586,False
afrifact_data_culture_yoruba_774,yoruba,Lára àwọn òrìṣà tí Olódùmarè rán wá láti ìkọ̀lé ọ̀run sí ayé ni Èṣù. Ó sì wà láàárín àwọn ibọ ìran Yorùbá.,supports,"Èṣù jẹ́ ọ̀kan lára àwọn tí àwọn ìran Yorùbá ń bọ. Ó wà lára àwọn òrìṣà tí Olódùmarè rán láti ìkọ̀lé ọ̀run wá sí ayé. Èṣù ni a lè pè ní olópàá tàbí agbófiró àwọn òrìṣà yòókù tí Olódùmarè rán. Ìdí nipé òun ní o máa rí i dájú pé wọ́n tèlé òfin. Bí ó tilẹ̀ jẹ́ pé orúkọ Eṣù tí yàtọ̀ láti orílè-èdè kan sí òmíràn, ọ̀nà tí wọ́n ń gbà sìn í kò yàtọ̀.",afrifact_data_culture_yoruba_773,yoruba,"Èṣù jẹ́ ọ̀kan lára àwọn tí àwọn ìran Yorùbá ń bọ. Ó wà lára àwọn òrìṣà tí Olódùmarè rán láti ìkọ̀lé ọ̀run wá sí ayé. Èṣù ni a lè pè ní olópàá tàbí agbófiró àwọn òrìṣà yòókù tí Olódùmarè rán. Ìdí nipé òun ní o máa rí i dájú pé wọ́n tèlé òfin. Bí ó tilẹ̀ jẹ́ pé orúkọ Eṣù tí yàtọ̀ láti orílè-èdè kan sí òmíràn, ọ̀nà tí wọ́n ń gbà sìn í kò yàtọ̀.",80.89267116695672,False
afrifact_data_culture_hausa_064,hausa,Sarauniya Amina ta samu sarautar Zazzau a shekarar 1533.,refutes,"Sarauniya Amina Sarauniyar Zazzau, ta rayu daga shekara ta alif 1533 zuwa shekara ta alif 1610, ɗaya ce daga cikin yara biyu da sarkin Bakwa ya haifa.",afrifact_data_culture_hausa_065,hausa,"Sarauniya Amina Sarauniyar Zazzau, ta rayu daga shekara ta alif 1533 zuwa shekara ta alif 1610, ɗaya ce daga cikin yara biyu da sarkin Bakwa ya haifa.",34.56236402812497,False
afrifact_data_culture_yoruba_121,yoruba,Dangote ni ẹni tí ó kọ́kọ́ ní ilé-iṣẹ́ Ìfọpo ní orílẹ̀-èdè Nàìjííríà.,nei,Ẹ̀wà Àgànyìn jẹ́ oúnjẹ àdúgbò tí ó wọ́pọ̀ ní ọ̀pọ̀lọpọ̀ ìpínlẹ̀ ní orílẹ̀-èdè pàá pàá jùlọ Wọ́n ma ń sábà se ẹ̀wà yí kí ó rọ̀ tàbí kí ó fọ́ dára dára .,afrifact_data_culture_yoruba_278,yoruba,"Bakan naa lọdun 2016, ile aṣofin agba kọ aba aarẹ Buhari lati ya owo to le ni biliọnu mọkanlelọgbọn Dọla ($29.9) lati ilẹ okeere. Ẹwẹ, awọn aṣofin naa tun kọ lati fi ọwọ si yiyan Ibrahim Magu gẹgẹ bi alaga ajọ to n gbogun ti iwa ibajẹ, EFCC, ti wọn fi ẹsun kan pe 'oniwa ibajẹ ni.' Titi di asiko yii, ipo adele alaga ajọ EFCCC ṣi ni Ibrahim Magu wa, ile aṣofin ko fọwọ si iyansipo rẹ bi alaga, eyi ti inu awọn aṣofin ko dun si i. Ọpọlọpọ iyannisipo ti Buhari fẹ ẹ ṣe ni awọn aṣofin naa ko buwọlu, ti awọn miran si pẹ pupọ ki wọn to o fọwọ si i.",27.86293374799999,False
afrifact_data_culture_igbo_379,igbo,Ndị na-achịkwa Ahịa Main Market Ọnicha ruo taata bụ ndị National Union of Road Transport Workers (NURTW).,refutes,Ndị na achịkwa ma na elekọta ahịa ahụ bụ otu a na akpọ na bekee Onitsha Market Traders Association (OMATA).,afrifact_data_culture_igbo_381,igbo,Ahịa Ọnicha nke a makwaara dị ka Onitsha Main Market na bekee bụ otu n'ime ahịa kacha ibu na ọdịda anyanwụ Afrịka dabere na nha ala na oke ngwongwo ahịa a n'ere ebe ahụ.,31.964877976222212,False
afrifact_data_culture_yoruba_731,yoruba,"Ernest wà ní ipò láti ọjọ́ mẹ́rindínlọ́gbọ̀n, oṣù kẹjọ, ọdún 1993 títí dé ọjọ́ kẹ́tadínlógún, oṣù kọkànlá ọdún 1993 tí ó fi fẹ̀yìn tì.",supports,"Ernest Adégúnlé Oládéìǹdé Shónèkàn, ( ọjọ́ kẹẹ̀sán, oṣù Ebi ọdún1936 ní , orílẹ̀-èdè ) jẹ́ agbejọ́rò ará ilẹ̀ Nàìjíríà. Shónékà jẹ́ fún ìgbà díẹ̀ láti ọjọ mẹ́rìndínlọ́gbọ̀n, oṣù kẹ́jọ, ọdún 1993 títí dé ọjọ́ kẹtàdínlógún, oṣù kọkànlá, ọdún 1993 tí ọ̀gágun fipa gbà joba lọ́wọ́ rẹ̀.",afrifact_data_culture_yoruba_727,yoruba,"Ernest Adégúnlé Oládéìǹdé Shónèkàn, ( ọjọ́ kẹẹ̀sán, oṣù Ebi ọdún1936 ní , orílẹ̀-èdè ) jẹ́ agbejọ́rò ará ilẹ̀ Nàìjíríà. Shónékà jẹ́ fún ìgbà díẹ̀ láti ọjọ mẹ́rìndínlọ́gbọ̀n, oṣù kẹ́jọ, ọdún 1993 títí dé ọjọ́ kẹtàdínlógún, oṣù kọkànlá, ọdún 1993 tí ọ̀gágun fipa gbà joba lọ́wọ́ rẹ̀.",88.06022960411067,False
afrifact_data_culture_hausa_579,hausa,Duk farkon damuna manoma na yin amfani da lauje wurin cire ƙiraren ciyawa da suka bushe.,nei,"Haka kuma suna wani karin magana ""akwai lauje cikin naɗi"" ma'ana in kaji bahaushe yace akwai lauje cikin naɗi, kenan akwai wani munafunci.",afrifact_data_culture_hausa_580,hausa,"Akan yi yankan ciyawa dashi domin a baiwa dabbobi na gida, da kuma yankan da amma anfi amfani dashi wajen yankan ciyawa wacce ake bawa awakai da tumaki har da dan maraqin sa.",18.1922268597497,False
afrifact_data_culture_yoruba_763,yoruba,"Ní àgbáyé, ọbẹ̀ jẹ́ ohun pàtàkì nínú oúnjẹ tí ènìyàn ń jẹ láti lókun.",nei,"Ọbẹ̀ Oha jẹ́ ọbẹ̀ tó wọ́pọ̀ ní apá gúúsù mọ́ ìlà-oòrùn orílẹ̀-èdè . Ọbẹ̀ oha jẹ́ ọbẹ̀ agbègbè Ìlà-oòrùn, tó sì jẹ́ pé àwọn ará Íbò ni wọ́n sábà máa ń sè é, láti ará igi ewébẹ̀ láéláé tí orúkọ sáyẹ́ńsì rẹ̀ ń ṣe Pterocarpus mildraedii ni ọbẹ̀ náà ti ṣẹ̀.",afrifact_data_culture_yoruba_714,yoruba,"Àwòrán oúnjẹ; ìyàn àti ọbẹ̀ Iyan ( Yoruba , Hausa , Igbo ) je oúnjẹ òkèlè tí a máa ń jẹ ní orílẹ̀-èdè Nàìjíríà . A máa ń ṣe ìpèsè rẹ̀ nípasẹ̀ gígún ìṣù tí pẹ̀lú Odó àti ọmọ odó ti Iyán àti Ànàmọ́ tí a gún fẹ́ jọra ṣùgbọ́n ohun tó mú ìyàtò wà láàárín wọn ni bí iyán ṣe nípọn tó. Ó jẹ́ oúnjẹ aládùn tí a fi ọwọ́ jẹ. Àwọn ènìyàn Yorùbá máa ń pe iyán... Akpu laarin awọn eniyan tó ń gbé ní gúúsù orílẹ̀ èdè Nàìjíríà. A má ń jẹ ìyàn ni ìpínle Ondo, , Ipinle Kogi, Okun, , ìpínlè Benue ati ni orílè èdè Nàìjíríà laarin awon miran. A le je ìyàn pẹ̀lú ọbẹ̀ egusi, ọbẹ̀ ewedu, tabi ọbẹ̀ ìlà okra, , ọbẹ̀ Ofe Nsala. ",30.013415699617482,False
afrifact_data_culture_hausa_338,hausa,Super Eagles sun lashe Gasar Cin Kofin Afirka ta farko,nei,"Baturen Ingila ne ya fara gabatar da kwallon kafa a Najeriya a farkon karni na ashirin.Wasan kwallon kafa na farko da aka yi rikodin a Nijeriya shi ne a shekara ta Alif 1904. Zuwa shekarar ta 1950, kwallon kafa ta zama wasan kasa na kasar. A wannan lokacin a tarihin Afirka, ƙasashe da yawa sun fara shiga cikin ƙungiyoyin kishin ƙasa inda suka nuna rashin amincewa da ikon mulkin mallaka.A Najeriya, kwallon kafa ta bai wa 'yan kasa abin alfahari na kasa tare da zaburar da su don samun' yancin siyasa.",afrifact_data_culture_hausa_746,hausa,"Kwanaki kadan kafin fara gasar cin Kofin kasashen Afirka ta 2010, tawagar kasar Togo tana cikin shauki. Sun dawo cikin gasar bayan da suka gaza shiga a 2008, suna kokarin karawa da wasu daga cikin manyan tawagogi a gasar.",32.58906901854297,False
afrifact_data_culture_hausa_266,hausa,Jerin sunanyen wannan shekar ya fito daga ofishin shugaban makaranta.,nei,"Ana haɗa shi da ko miyar taushe ko miyar wajen ci. . Wato tuwon shinkafa yana ɗaya daga cikin abincin gargajiya, saboda shi ma akan haɗa shi da garin masara wani sa’in. Amma mafi akasari wasu ba sa sa wa, sannan sunan tuwon shinkafa ya samo asali ne daga shinkafar da ake yinsa da ita.",afrifact_data_culture_hausa_099,hausa,"A ranar 9 ga Maris, 2020, Ganduje ya tsige Sarki Sanusi, ya kuma kore shi daga kan mulki, bisa zarginsa da rashin bin doka da oda daga ofishin gwamna.",13.253133525944984,False
afrifact_data_culture_yoruba_454,yoruba,"Ìṣẹ̀lẹ̀ yìí mú Bisi Fayemi sunkún nítorí ìṣẹ̀lẹ̀ yìí ti ṣẹlẹ̀ sí òun náà rí, lásìkò tó wà ní ilé-ẹ̀kọ́ gíga.",nei,"Akori fidio naa lo pe ni 'Ibalopọ fun maaki' tawọn oloyinbo n pe ni 'Sex for Grades', eyi to ti n mu ki oju awọn opo itakun agbaye gbona jain-jain. Ẹkunrẹrẹ fidio oniwakati kan ti BBC fisita nirọlẹ ọjọ Aje naa ree: End of YouTube post, 1 Bi o tilẹ jẹ pe fidio onisẹju mẹtala pere ni BBC kọkọ ju sori afẹfẹ nidaji ọjọ Aje naa, lawọn oju opo ikansira ẹni rẹ lori itakun agbaye, eyi ti BBC Yoruba ko gbẹyin nibẹ, amọ nigba ti yoo fi di aago meje irọlẹ ọjọ naa, ẹkunrẹrẹ fidio naa, to jẹ oniwakati kan ti gba afẹfẹ kan. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Olukọ kan lati fasiti Eko, UNILAG, Ọmọwe Boniface Igbenegbu pẹlu akẹẹgbẹ rẹ ni fasiti Ghana, Ọmọwe Paul Butakor, ni wọn foju han ninu fidio naa, amọ fidio oniwakati kan yii lo tun fi oju awọn olukọ meji miran han to n kopa ninu iwa idojutini yii lati fasiti mejeeji taa darukọ siwaju naa.",afrifact_data_culture_yoruba_278,yoruba,"Bakan naa lọdun 2016, ile aṣofin agba kọ aba aarẹ Buhari lati ya owo to le ni biliọnu mọkanlelọgbọn Dọla ($29.9) lati ilẹ okeere. Ẹwẹ, awọn aṣofin naa tun kọ lati fi ọwọ si yiyan Ibrahim Magu gẹgẹ bi alaga ajọ to n gbogun ti iwa ibajẹ, EFCC, ti wọn fi ẹsun kan pe 'oniwa ibajẹ ni.' Titi di asiko yii, ipo adele alaga ajọ EFCCC ṣi ni Ibrahim Magu wa, ile aṣofin ko fọwọ si iyansipo rẹ bi alaga, eyi ti inu awọn aṣofin ko dun si i. Ọpọlọpọ iyannisipo ti Buhari fẹ ẹ ṣe ni awọn aṣofin naa ko buwọlu, ti awọn miran si pẹ pupọ ki wọn to o fọwọ si i.",39.80969712963457,False
afrifact_data_culture_yoruba_298,yoruba,Obateru Akinruntan sọ wí pé wíwá ohun tí àwọn máa jẹ ló gbé àwọn kúrò ní Ilé-Ifè.,nei,"Sunday Igboho gba àwọn èèyàn Soka n'Ibadan sílẹ̀ lọ́wọ́ àwọn ọmọ onílẹ̀ tó wá ṣọṣẹ́ Ọrọ di boo lọ, ko yago fun mi ladugbo Soka nilu Ibadan lasiko ti gende meji to gbe ohun ija oloro lọwọ, ti wọn pe ara wọn ni ọmọ onilẹ ya bo agbegbe naa. Owurọ ọjọ Isẹgun ana niroyin gba igboro Ibadan kan, tawọn eeyan si n pe sori redio gbogbo nilu naa pe ẹmi awọn eeyan to n gbe ladugbo naa ko de tori awọn gende agbebọn to ya bo wọn. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: A gbọ pe se ni iro ibọn n dun lakọ-lakọ, tawọn eeyan si n sa asala fun ẹmi lasiko ti awọn ọmọ onilẹ ọhun ni ki awọn onile gbe ile wọn kuro lori ilẹ awọn. Se lawọn ọmọde ati agba, alaboyun ati awọn iyalọmọ, to fi mọ awọn arugbo n sa asala fun ẹmi wọn, ti awọn to si laya lati beere pe ki lo fa isẹlẹ naa, jẹ ajẹkun iya. Ẹnikan ti isẹlẹ naa soju rẹ salaye pe ọpẹlọpẹ asaaju ọmọ Yoruba kan, Oloye Sunday Adeyẹmọ, ti gbogbo eeyan mọ si Sunday Igboho to tete de sadugbo ọhun lasiko ti laasigbo naa gbona janin-jani. A gbọ pe Igboho ati ọkunrin kan ti wọn pe orukọ rẹ Babatunde Arowolo, ti gbogbo eeyan mọ si Bako, lo de lasiko lati gba awọn eeyan adugbo naa silẹ, ni kete ti aawọn ọmọ onilẹ naa si foju gaani rẹ, ni wọn ba juba ehoro.",afrifact_data_culture_yoruba_015,yoruba,"Fún ìdí èyí, a lè sọ pé Òrìṣà Aganju ni àjọṣe pẹ̀lú àwọn Òkè Ńláńlá Ilé Cuba, tí a bá sì wò ọjọ́ orí wón tàbí ìgbà tí wọ́n ti wà, a máa tó Ọgọ́rùn-ún ọdún sẹ́yìn. A tún lè sọ pé Ìbínú Òrìṣà Aganju wá ní ìbámu tàbí ní àjọṣe pẹ̀lú OroIna tí ó jẹ́ Òrìṣà kan nílé Cuba tí àwọn Yorùbá gba pe òun ni Ọ̀rànmíyán ni èdè Yorùbá Candomblé [ | ] Ní orílẹ̀ èdè Brazil tí wọ́n ni ìbátan pẹ̀lu àwọn aláwọ̀ dúdú tí Ìsìn wọn fẹ́ jọ tí , Wọ́n gbà pé Aganju a máa ṣé bí ti Òrìṣà Ṣàǹgó, èyí ló mú wọn kí wọn máa pè é ní Xango Aganjú ",27.46558869485343,False
afrifact_data_culture_yoruba_179,yoruba,"Òrìṣà ńlá tí wọ́n máa ń gbóríyìn fún ni Ṣági fún agbára rẹ̀ láti lè pèsè owó, ọlá, àti àṣeyọrí fún àwọn olùsìn rẹ̀.",refutes,"Àwọn Yorùbá gbà gbọ́ pé Olókun ní ó bí Aje, èyí tí ó jẹ́ Òrìsà fún Ọrọ̀, Ọlá, tí ó wà ní ìsàlẹ̀ òkun. Olókun jẹ́ òrìsà tí ó ń darí àwọn ohun tí ó wà lábé Omi òkun, Ó sí jẹ́ òrìsà tí ó lágbára jù gbogbo ohùn tí ó wà lábé Omi òkun tàbí àwọn òrìṣà kékéèèké tí ó wà lábé Omi òkun. Olókun jẹ́ Òrìsà nlá tí wọn máa ń gbórínyìn fún nípa bí ó ti lágbára láti fún àwọn olúsín rẹ ní Owó, Ọlá, Ọrọ̀, àti àṣeyọrí nígbà tí wọn bá kìí tán. ",afrifact_data_culture_yoruba_537,yoruba,"Nigba ti BBC Yoruba beere pe se o ri irisi awọn eeyan to n sisẹ ibi naa, akọroyin naa ni "" A ko ri wọn lọ titi, amọ iwadii mi mi lọdọ awsn to ri wọn fihan pe awọn Fulani ni wọn, ti isẹlẹ naa si tun lọwọ awọn araalu ninu."" Oladoye ni ibi ti isẹlẹ naa ti waye ko to kilomita meji si ibi tawọn sọja duro si, ti wọn ko si yọju rara sibi isẹlẹ naa. Fulani Kidnapping: Owó púpọ̀ la san kí wọ́n tó fi mi sílẹ̀ O wa pari ọrọ rẹ pe bi kii ba se pe ọkọ ọhun duro fun isẹju marun lati gbe eeyan kan nilu Efon Alaaye ni, ọwọ awọn ajinigbe naa ni oun ko ba ko si.",45.0450469325976,False
afrifact_data_culture_yoruba_596,yoruba,Adebayo Shittu je mínísítà fún ètò ìbánisọ̀rọ̀ ní Nàìjíríà láti ọdún 2017 sí ọdún 2019.,refutes,"Adebayo Shittu jẹ́ minisita fún ètò ìbánisọ̀rọ̀ ní Nàìjíríà tẹ́lẹ̀ láàárín ọdún 2011 sí 2019 lábẹ́ Ààrẹ tẹ́lẹ̀ rí. Shittu lo rọpo gege bi minisita fun eto ibanisoro, Isa Ali Pantami lo tele.",afrifact_data_culture_yoruba_596,yoruba,"Adebayo Shittu jẹ́ minisita fún ètò ìbánisọ̀rọ̀ ní Nàìjíríà tẹ́lẹ̀ láàárín ọdún 2011 sí 2019 lábẹ́ Ààrẹ tẹ́lẹ̀ rí. Shittu lo rọpo gege bi minisita fun eto ibanisoro, Isa Ali Pantami lo tele.",61.69794295092562,True
afrifact_data_culture_igbo_616,igbo,Pompeo achọtaghị akwụkwọ na-egosi mmekọrịta ochịchị Trump na mba Ukren.,nei,"Gọọmentị chọburu ka e lie Mugabe ebe a na-eli ndị dike obodo ji biri, mana ezinụlọ ya ekweghị. Ha kwuru na Mugabe chọrọ ka ili ya na nke nne ya bụ Bona dịkọta nso. Onweghị onye ọrụ gọọmentị gbalitere n'ọkwa bịara olili Mugabe. Nwunye ya bụ Grace nakwa ụmụ ya socha duru akpati ya ruo mgbe a dọnyere ya n'ala. ",afrifact_data_culture_igbo_614,igbo,Ndị Pati Democrat nke mba Amerịka enyela odeakwụkwọ mba ahụ bụ Mike Pompeo iwu ka o wepụta akwụkwọ na-egosi mmekọrịta ọchịchị Trump na mba Ukren. Ndị isi kọmitii atọ n'ụlọomeiwu nyere Pompeo otu izuụka iji wepụta akwụkwọ ndị ahụ.,50.01392209303361,False
